FLT_DATE;APT_ICAO;DEST_APT_ICAO;APT_NAME;STATE_NAME;FLT_DEP_1;DLY_ATC_PRE_2
2025-03-24;ENST;ENST;SandnessjĂ¸en Stokka;Norway;6;
2025-03-24;ENTC;ENTC;TromsĂ¸;Norway;75;
2025-03-24;ENVA;ENVA;Trondheim;Norway;83;0
2025-03-24;ENVD;ENVD;VadsĂ¸;Norway;8;
2025-03-24;ENVR;ENVR;VĂ¦rĂ¸y;Norway;2;
2025-03-24;ENZV;ENZV;Stavanger;Norway;101;0
2025-03-24;EPBY;EPBY;Bydgoszcz;Poland;7;
2025-03-24;EPGD;EPGD;Gdansk;Poland;68;
2025-03-24;EPKK;EPKK;Krakow - Balice;Poland;124;
2025-03-24;EPKT;EPKT;Katowice - Pyrzowice;Poland;41;
2025-03-24;EPLB;EPLB;Lublin;Poland;2;
2025-03-24;EPLL;EPLL;Lodz - Lublinek;Poland;10;
2025-03-24;EPMO;EPMO;Warszawa - Modlin;Poland;16;
2025-03-24;EPPO;EPPO;Poznan - Lawica;Poland;42;
2025-03-24;EPRA;EPRA;Radom;Poland;1;
2025-03-24;EPRZ;EPRZ;Rzeszow - Jasionka;Poland;22;
2025-03-24;EPSC;EPSC;Szczecin - GoleniĂłw;Poland;6;
2025-03-24;EPSY;EPSY;Olsztyn-Mazury;Poland;2;
2025-03-24;EPWA;EPWA;Warszawa - Chopina;Poland;253;169
2025-03-24;EPWR;EPWR;Wroclaw - Strachowice;Poland;48;
2025-03-24;EPZG;EPZG;Zielona Gora - Babimost;Poland;1;
2025-03-24;ESGG;ESGG;GĂ¶teborg;Sweden;72;0
2025-03-24;ESSA;ESSA;Stockholm - Arlanda;Sweden;298;23
2025-03-24;ESSB;ESSB;Stockholm - Bromma;Sweden;15;
2025-03-24;EVLA;EVLA;Liepaja;Latvia;1;
2025-03-24;EVRA;EVRA;Riga;Latvia;106;9
2025-03-24;EYKA;EYKA;Kaunas;Lithuania;21;
2025-03-24;EYPA;EYPA;Palanga;Lithuania;5;
2025-03-24;EYSA;EYSA;Siauliai;Lithuania;5;
2025-03-24;EYVI;EYVI;Vilnius;Lithuania;51;
2025-03-24;GCFV;GCFV;Fuerteventura;Spain;85;12
2025-03-24;GCGM;GCGM;La Gomera;Spain;3;
2025-03-24;GCHI;GCHI;Hierro;Spain;8;
2025-03-24;GCLA;GCLA;La Palma;Spain;29;
2025-03-24;GCLP;GCLP;Gran Canaria;Spain;192;
2025-03-24;GCRR;GCRR;Lanzarote;Spain;89;6
2025-03-24;GCTS;GCTS;Tenerife Sur - Reina Sofia;Spain;115;7
2025-03-24;GCXO;GCXO;Tenerife North;Spain;111;
2025-03-24;GEML;GEML;Melilla;Spain;16;
2025-03-24;GMAD;GMAD;Al Massira;Morocco;31;
2025-03-24;GMFF;GMFF;SaĂŻss;Morocco;23;
2025-03-24;GMME;GMME;Rabat-SalĂ©;Morocco;26;
2025-03-24;GMMN;GMMN;Mohammed V International;Morocco;89;
2025-03-24;GMMX;GMMX;Menara;Morocco;105;
2025-03-24;GMTT;GMTT;Ibn Batouta;Morocco;30;
2025-03-24;LATI;LATI;Tirana;Albania;75;
2025-03-24;LBSF;LBSF;Sofia;Bulgaria;92;26
2025-03-24;LCLK;LCLK;Larnaca;Cyprus;74;
2025-03-24;LCPH;LCPH;Paphos;Cyprus;19;
2025-03-24;LDZA;LDZA;Zagreb;Croatia;70;1
2025-03-24;LEAB;LEAB;Albacete;Spain;2;
2025-03-24;LEAL;LEAL;Alicante;Spain;155;98
2025-03-24;LEAM;LEAM;Almeria;Spain;10;
2025-03-24;LEAS;LEAS;Asturias;Spain;17;
2025-03-24;LEBB;LEBB;Bilbao;Spain;73;0
2025-03-24;LEBG;LEBG;Burgos;Spain;0;
2025-03-24;LEBL;LEBL;Barcelona;Spain;476;
2025-03-24;LEBZ;LEBZ;Badajoz;Spain;4;
2025-03-24;LECO;LECO;La Coruna;Spain;14;
2025-03-24;LECU;LECU;Madrid - Cuatro Viento;Spain;2;
2025-03-24;LEDA;LEDA;Lleida - Alguaire;Spain;4;
2025-03-24;LEGE;LEGE;Gerona;Spain;10;
2025-03-24;LEGR;LEGR;Granada;Spain;14;
2025-03-24;LEGT;LEGT;Madrid - Getafe;Spain;4;
2025-03-24;LEIB;LEIB;Ibiza;Spain;54;7
2025-03-24;LEIZ;LEIZ;Abad;Spain;1;
2025-03-24;LEJR;LEJR;Jerez De La Frontera;Spain;27;
2025-03-24;LELC;LELC;Murcia San Javier;Spain;1;
2025-03-24;LELL;LELL;Sabadell;Spain;9;
2025-03-24;LELN;LELN;Leon;Spain;2;
2025-03-24;LEMD;LEMD;Madrid - Barajas;Spain;594;
2025-03-24;LEMG;LEMG;MĂˇlaga;Spain;208;45
2025-03-24;LEMH;LEMH;Mahon;Spain;23;
2025-03-24;LEMO;LEMO;Seville - Moron;Spain;7;
2025-03-24;LEPA;LEPA;Palma de Mallorca;Spain;200;82
2025-03-24;LEPP;LEPP;Noain Pamplona;Spain;4;
2025-03-24;LERJ;LERJ;Logrono;Spain;1;
2025-03-24;LERS;LERS;Reus;Spain;3;
2025-03-24;LERT;LERT;Rota;Spain;7;
2025-03-24;LESA;LESA;Salamanca Matalan;Spain;4;
2025-03-24;LESB;LESB;Son Bonet;Spain;1;
2025-03-24;LESJ;LESJ;Palma - Son San Juan;Spain;0;
2025-03-24;LESO;LESO;San Sebastian;Spain;8;
2025-03-24;LEST;LEST;Santiago;Spain;30;
2025-03-24;LETO;LETO;Madrid - Torrejon;Spain;3;
2025-03-24;LEVC;LEVC;Valencia;Spain;135;
2025-03-24;LEVD;LEVD;Valladolid;Spain;5;
2025-03-24;LEVT;LEVT;Vitoria;Spain;17;
2025-03-24;LEVX;LEVX;Vigo;Spain;15;
2025-03-24;LEXJ;LEXJ;Santander;Spain;12;
2025-03-24;LEZG;LEZG;Zaragoza;Spain;11;
2025-03-24;LEZL;LEZL;Sevilla;Spain;106;35
2025-03-24;LFAQ;LFAQ;Albert-Bray;France;2;
2025-03-24;LFBA;LFBA;Agen-La Garenne;France;2;
2025-03-24;LFBD;LFBD;Bordeaux-MĂ©rignac;France;71;
2025-03-24;LFBE;LFBE;Bergerac-RoumaniĂ¨re;France;7;
2025-03-24;LFBH;LFBH;La Rochelle-Ile de RĂ©;France;7;
2025-03-24;LFBI;LFBI;Poitiers-Biard;France;6;
2025-03-24;LFBL;LFBL;Limoges-Bellegarde;France;16;
2025-03-24;LFBO;LFBO;Toulouse-Blagnac;France;118;50
2025-03-24;LFBP;LFBP;Pau-PyrĂ©nĂ©es;France;13;
2025-03-24;LFBT;LFBT;Tarbes-Lourdes PyrĂ©nĂ©es;France;4;
2025-03-24;LFBZ;LFBZ;Biarritz-Bayonne-Anglet;France;14;
2025-03-24;LFCR;LFCR;Rodez-Marcillac;France;3;
2025-03-24;LFGJ;LFGJ;DĂ´le-Tavaux;France;4;
2025-03-24;LFJL;LFJL;Metz-Nancy-Lorraine;France;4;
2025-03-24;LFJR;LFJR;Angers-MarcĂ©;France;4;
2025-03-24;LFKB;LFKB;Bastia-Poretta;France;14;
2025-03-24;LFKC;LFKC;Calvi-Sainte-Catherine;France;3;
2025-03-24;LFKF;LFKF;Figari-Sud Corse;France;6;
2025-03-24;LFKJ;LFKJ;Ajaccio-NapolĂ©on-Bonaparte;France;14;
2025-03-24;LFLB;LFLB;ChambĂ©ry-Aix-les-Bains;France;8;
2025-03-24;LFLC;LFLC;Clermont-Ferrand-Auvergne;France;17;
2025-03-24;LFLI;LFLI;Annemasse;France;1;
2025-03-24;LFLL;LFLL;Lyon-Saint-ExupĂ©ry;France;139;76
2025-03-24;LFLP;LFLP;Annecy-Meythet;France;6;
2025-03-24;LFLS;LFLS;Grenoble-IsĂ¨re;France;12;
2025-03-24;LFLX;LFLX;ChĂ˘teauroux-DĂ©ols;France;1;
2025-03-24;LFLY;LFLY;Lyon-Bron;France;11;
2025-03-24;LFMD;LFMD;Cannes-Mandelieu;France;5;
2025-03-24;LFMH;LFMH;Saint-Etienne-BouthĂ©on;France;3;
2025-03-24;LFMI;LFMI;Istres-Le TubĂ©;France;5;
2025-03-24;LFMK;LFMK;Carcassonne-Salvaza;France;5;
2025-03-24;LFML;LFML;Marseille-Provence;France;145;
2025-03-24;LFMN;LFMN;Nice-CĂ´te dâ€™Azur;France;166;105
2025-03-24;LFMP;LFMP;Perpignan-Rivesaltes;France;27;
2025-03-24;LFMT;LFMT;Montpellier-MĂ©diterranĂ©e;France;45;
2025-03-24;LFMU;LFMU;BĂ©ziers-Vias;France;9;
2025-03-24;LFMV;LFMV;Avignon-Caumont;France;5;
2025-03-24;LFOB;LFOB;Beauvais-TillĂ©;France;61;
2025-03-24;LFOH;LFOH;Le Havre-Octeville;France;3;
2025-03-24;LFOK;LFOK;ChĂ˘lons-Vatry;France;4;
2025-03-24;LFOP;LFOP;Rouen;France;5;
2025-03-24;LFOT;LFOT;Tours-Val de Loire;France;8;
2025-03-24;LFPB;LFPB;Paris-Le Bourget;France;65;
2025-03-24;LFPG;LFPG;Paris-Charles-de-Gaulle;France;629;
2025-03-24;LFPN;LFPN;Toussus-le-Noble;France;16;
2025-03-24;LFPO;LFPO;Paris-Orly;France;271;122
2025-03-24;LFQQ;LFQQ;Lille-Lesquin;France;20;
2025-03-24;LFRB;LFRB;Brest-Bretagne;France;21;
2025-03-24;LFRD;LFRD;Dinard-Pleurtuit-Saint-Malo;France;2;
2025-03-24;LFRH;LFRH;Lorient-Lann BihouĂ©;France;8;
2025-03-24;LFRK;LFRK;Caen-Carpiquet;France;13;
2025-03-24;LFRM;LFRM;Le Mans;France;2;
2025-03-24;LFRN;LFRN;Rennes-Saint-Jacques;France;19;
2025-03-24;LFRQ;LFRQ;Quimper-Pluguffan;France;2;
2025-03-24;LFRS;LFRS;Nantes-Atlantique;France;71;
2025-03-24;LFRZ;LFRZ;Saint-Nazaire-Montoir;France;11;
2025-03-24;LFSB;LFSB;BĂ˘le-Mulhouse;France;106;20
2025-03-24;LFSL;LFSL;Brive-Souillac;France;5;
2025-03-24;LFST;LFST;Strasbourg-Entzheim;France;23;
2025-03-24;LFTH;LFTH;HyĂ¨res-Le Palyvestre;France;11;
2025-03-24;LFTW;LFTW;NĂ®mes-Garons;France;17;
2025-03-24;LGAV;LGAV;Athens;Greece;283;
2025-03-24;LGIR;LGIR;Heraklion;Greece;15;
2025-03-24;LGKF;LGKF;Kefallinia;Greece;1;
2025-03-24;LGKO;LGKO;Kos;Greece;5;
2025-03-24;LGKR;LGKR;Corfu;Greece;5;
2025-03-24;LGMK;LGMK;Mikonos;Greece;3;
2025-03-24;LGPZ;LGPZ;Aktion;Greece;1;
2025-03-24;LGRP;LGRP;Rodos;Greece;12;
2025-03-24;LGSA;LGSA;Khania - Souda;Greece;13;
2025-03-24;LGSK;LGSK;Skiathos;Greece;1;
2025-03-24;LGSR;LGSR;Santorini;Greece;8;
2025-03-24;LGTS;LGTS;Thessaloniki;Greece;63;
2025-03-24;LGZA;LGZA;Zakinthos;Greece;3;
2025-03-24;LHBP;LHBP;Budapest - Ferihegy;Hungary;196;13
2025-03-24;LIBR;LIBR;Brindisi;Italy;23;
2025-03-24;LICC;LICC;Catania;Italy;96;223
2025-03-24;LICJ;LICJ;Palermo Falcone-Borsellino;Italy;69;
2025-03-24;LIMC;LIMC;Milan - Malpensa;Italy;274;333
2025-03-24;LIME;LIME;Bergamo;Italy;146;192
2025-03-24;LIMF;LIMF;Torino Caselle;Italy;55;
2025-03-24;LIML;LIML;Milan - Linate;Italy;155;65
2025-03-24;LIPE;LIPE;Bologna;Italy;115;92
2025-03-24;LIPH;LIPH;Treviso;Italy;32;
2025-03-24;LIPZ;LIPZ;Venice;Italy;99;213
2025-03-24;LIRA;LIRA;Rome - Ciampino;Italy;51;
2025-03-24;LIRF;LIRF;Rome - Fiumicino;Italy;418;639
2025-03-24;LIRN;LIRN;Naples;Italy;93;
2025-03-24;LIRP;LIRP;Pisa San Giusto;Italy;54;
2025-03-24;LJLJ;LJLJ;Ljubljana;Slovenia;25;0
2025-03-24;LJMB;LJMB;Maribor;Slovenia;2;
2025-03-24;LJPZ;LJPZ;PortoroĹľ;Slovenia;3;
2025-03-24;LKKV;LKKV;Karlovy Vary;Czech Republic;1;
2025-03-24;LKMT;LKMT;Ostrava;Czech Republic;8;
2025-03-24;LKPR;LKPR;Prague;Czech Republic;172;
2025-03-24;LKTB;LKTB;Brno-TuĹ™any;Czech Republic;8;
2025-03-24;LLBG;LLBG;Tel Aviv - Ben Gurion International;Israel;196;
2025-03-24;LMML;LMML;Malta;Malta;97;50
2025-03-24;LOWG;LOWG;Graz;Austria;14;
2025-03-24;LOWI;LOWI;Innsbruck;Austria;23;
2025-03-24;LOWK;LOWK;Klagenfurt;Austria;8;
2025-03-24;LOWL;LOWL;Linz;Austria;20;
2025-03-24;LOWS;LOWS;Salzburg;Austria;25;
2025-03-24;LOWW;LOWW;Vienna;Austria;327;162
2025-03-24;LPAZ;LPAZ;Santa Maria;Portugal;4;
2025-03-24;LPCS;LPCS;Cascais;Portugal;6;
2025-03-24;LPFL;LPFL;Flores;Portugal;2;
2025-03-24;LPFR;LPFR;Faro;Portugal;55;5
2025-03-24;LPHR;LPHR;Horta;Portugal;7;
2025-03-24;LPMA;LPMA;Madeira;Portugal;54;
2025-03-24;LPMT;LPMT;Montijo;Portugal;3;
2025-03-24;LPPD;LPPD;Ponta Delgada;Portugal;29;
2025-03-24;LPPR;LPPR;Porto;Portugal;135;79
2025-03-24;LPPS;LPPS;Porto Santo;Portugal;3;
2025-03-24;LPPT;LPPT;Lisbon;Portugal;294;865
2025-03-24;LQSA;LQSA;Sarajevo;Bosnia and Herzegovina;20;
2025-03-24;LRBS;LRBS;Bucharest - BÄneasa;Romania;6;
2025-03-24;LROP;LROP;Bucharest - Otopeni;Romania;172;94
2025-03-24;LSGG;LSGG;Geneva;Switzerland;244;105
2025-03-24;LSGS;LSGS;Sion;Switzerland;20;
2025-03-24;LSZH;LSZH;ZĂĽrich;Switzerland;344;443
2025-03-24;LTAC;LTAC;Ankara - EsenboÄźa;TĂĽrkiye;113;
2025-03-24;LTAI;LTAI;Antalya;TĂĽrkiye;117;
2025-03-24;LTBA;LTBA;Istanbul AtatĂĽrk;TĂĽrkiye;19;
2025-03-24;LTBJ;LTBJ;Izmir - Adnan Menderes;TĂĽrkiye;78;
2025-03-24;LTFJ;LTFJ;Istanbul Sabiha GĂ¶kĂ§en;TĂĽrkiye;327;
2025-03-24;LTFM;LTFM;Istanbul;TĂĽrkiye;659;
2025-03-24;LUKK;LUKK;ChiČ™inÄu;Moldova;42;
2025-03-24;LWSK;LWSK;Skopje;Republic of North Macedonia;32;
2025-03-24;LYBE;LYBE;Belgrade - Nikola Tesla;Serbia;112;
2025-03-24;LYPG;LYPG;Podgorica;Montenegro;18;
2025-03-24;LZIB;LZIB;Bratislava;Slovakia;22;
2025-03-24;UDYZ;UDYZ;Yerevan;Armenia;44;
2025-03-24;UGTB;UGTB;Tbilisi;Georgia;59;
2025-03-25;BIKF;BIKF;Keflavik;Iceland;68;
2025-03-25;EBAW;EBAW;Antwerp;Belgium;18;
2025-03-25;EBBR;EBBR;Brussels;Belgium;252;117
2025-03-25;EBCI;EBCI;Charleroi;Belgium;72;0
2025-03-25;EBLG;EBLG;LiĂ¨ge;Belgium;51;
2025-03-25;EBOS;EBOS;Ostend-Bruges;Belgium;3;
2025-03-25;EDDB;EDDB;Berlin - Brandenburg;Germany;246;68
2025-03-25;EDDC;EDDC;Dresden;Germany;13;
2025-03-25;EDDE;EDDE;Erfurt;Germany;1;0
2025-03-25;EDDF;EDDF;Frankfurt;Germany;568;31
2025-03-25;EDDG;EDDG;Muenster-Osnabrueck;Germany;33;
2025-03-25;EDDH;EDDH;Hamburg;Germany;149;16
2025-03-25;EDDK;EDDK;Cologne-Bonn;Germany;156;
2025-03-25;EDDL;EDDL;Dusseldorf;Germany;182;1
2025-03-25;EDDM;EDDM;Munich;Germany;415;2
2025-03-25;EDDN;EDDN;Nuremberg;Germany;52;12
2025-03-25;EDDP;EDDP;Leipzig-Halle;Germany;110;15
2025-03-25;EDDR;EDDR;Saarbruecken;Germany;4;0
2025-03-25;EDDS;EDDS;Stuttgart;Germany;105;0
2025-03-25;EDDV;EDDV;Hanover;Germany;55;13
2025-03-25;EDDW;EDDW;Bremen;Germany;37;0
2025-03-25;EETN;EETN;Tallinn;Estonia;44;0
2025-03-25;EETU;EETU;Tartu;Estonia;3;
2025-03-25;EFHK;EFHK;Helsinki - Vantaa;Finland;214;2
2025-03-25;EGAA;EGAA;Belfast - Aldergrove;United Kingdom;67;
2025-03-25;EGAC;EGAC;Belfast - City Airport;United Kingdom;38;
2025-03-25;EGAE;EGAE;Londonderry - Eglinton;United Kingdom;5;
2025-03-25;EGBB;EGBB;Birmingham;United Kingdom;97;37
2025-03-25;EGCC;EGCC;Manchester;United Kingdom;207;85
2025-03-25;EGGD;EGGD;Bristol;United Kingdom;71;4
2025-03-25;EGGW;EGGW;London - Luton;United Kingdom;141;23
2025-03-25;EGHI;EGHI;Southampton;United Kingdom;20;
2025-03-25;EGKB;EGKB;Biggin Hill;United Kingdom;32;
2025-03-25;EGKK;EGKK;London - Gatwick;United Kingdom;277;
2025-03-25;EGLC;EGLC;London - City;United Kingdom;83;5
2025-03-25;EGLF;EGLF;Farnborough;United Kingdom;27;
2025-03-25;EGLL;EGLL;London - Heathrow;United Kingdom;628;
2025-03-25;EGNT;EGNT;Newcastle;United Kingdom;45;
2025-03-25;EGNX;EGNX;East Midlands;United Kingdom;74;
2025-03-25;EGPD;EGPD;Aberdeen;United Kingdom;60;0
2025-03-25;EGPF;EGPF;Glasgow;United Kingdom;90;0
2025-03-25;EGPH;EGPH;Edinburgh;United Kingdom;137;10
2025-03-25;EGSS;EGSS;London - Stansted;United Kingdom;226;56
2025-03-25;EHAM;EHAM;Amsterdam - Schiphol;Netherlands;628;
2025-03-25;EHBK;EHBK;Maastricht-Aachen;Netherlands;7;
2025-03-25;EHGG;EHGG;Groningen;Netherlands;19;
2025-03-25;EHLE;EHLE;Lelystad;Netherlands;7;
2025-03-25;EHRD;EHRD;Rotterdam;Netherlands;34;
2025-03-25;EICK;EICK;Cork;Ireland;23;
2025-03-25;EIDL;EIDL;Donegal;Ireland;2;
2025-03-25;EIDW;EIDW;Dublin;Ireland;236;116
2025-03-25;EIKN;EIKN;Connaught;Ireland;5;
2025-03-25;EIKY;EIKY;Kerry - Farranfore;Ireland;4;
2025-03-25;EINN;EINN;Shannon;Ireland;26;
2025-03-25;EIWF;EIWF;Waterford;Ireland;0;
2025-03-25;EIWT;EIWT;Weston;Ireland;1;
2025-03-25;EKCH;EKCH;Copenhagen - Kastrup;Denmark;287;3
2025-03-25;ELLX;ELLX;Luxembourg;Luxembourg;88;81
2025-03-25;ENAL;ENAL;Alesund;Norway;22;
2025-03-25;ENAN;ENAN;Andenes;Norway;4;
2025-03-25;ENAT;ENAT;Alta;Norway;11;
2025-03-25;ENBL;ENBL;Forde Bringeland;Norway;4;
2025-03-25;ENBN;ENBN;Bronnoysund Bronnoy;Norway;13;
2025-03-25;ENBO;ENBO;BodĂ¸;Norway;67;
2025-03-25;ENBR;ENBR;Bergen;Norway;136;0
2025-03-25;ENBS;ENBS;Batsfjord;Norway;2;
2025-03-25;ENBV;ENBV;BerlevĂĄg;Norway;1;
2025-03-25;ENCN;ENCN;Kristiansand Kjevik;Norway;17;
2025-03-25;ENDU;ENDU;Bardufoss;Norway;5;
2025-03-25;ENEV;ENEV;Harstad - Narvik Evenes;Norway;15;
2025-03-25;ENFL;ENFL;FlorĂ¸;Norway;13;
2025-03-25;ENGM;ENGM;Oslo - Gardermoen;Norway;303;13
2025-03-25;ENHD;ENHD;Haugesund;Norway;9;
2025-03-25;ENHF;ENHF;Hammerfest;Norway;2;
2025-03-25;ENHV;ENHV;HonningsvĂĄg Valan;Norway;1;
2025-03-25;ENKB;ENKB;Kristiansund Kvernberget;Norway;18;
2025-03-25;ENKR;ENKR;Kirkenes HĂ¸ybuktmoen;Norway;11;
2025-03-25;ENLK;ENLK;Leknes;Norway;7;
2025-03-25;ENMH;ENMH;Mehamn;Norway;2;
2025-03-25;ENML;ENML;Molde Ă…rĂ¸;Norway;6;
2025-03-25;ENMS;ENMS;MosjĂ¸en KjĂ¦rstad;Norway;6;
2025-03-25;ENNA;ENNA;Lakselv Banak;Norway;1;
2025-03-25;ENNM;ENNM;Namsos HĂ¸knesĂ¸ra;Norway;3;
2025-03-25;ENOV;ENOV;OrstaÂżVolda Hovden;Norway;10;
2025-03-25;ENRA;ENRA;Mo i Rana RĂ¸ssvoll;Norway;7;
2025-03-25;ENRM;ENRM;Rorvik Ryum;Norway;4;
2025-03-25;ENRO;ENRO;Roros;Norway;2;
2025-03-25;ENRS;ENRS;Rost;Norway;3;
2025-03-25;ENSB;ENSB;Svalbard Longyear;Norway;2;
2025-03-25;ENSD;ENSD;Sandane  Anda;Norway;4;
2025-03-25;ENSG;ENSG;Sogndal HaukĂĄsen;Norway;9;
2025-03-25;ENSH;ENSH;SvolvĂ¦r Helle;Norway;5;
2025-03-25;ENSK;ENSK;Stokmarknes Skagen;Norway;10;
2025-03-25;ENSR;ENSR;Sorkjosen;Norway;2;
2025-03-25;ENSS;ENSS;VardĂ¸ Svartnes;Norway;3;
2025-03-25;ENST;ENST;SandnessjĂ¸en Stokka;Norway;4;
2025-03-25;ENTC;ENTC;TromsĂ¸;Norway;57;
2025-03-25;ENVA;ENVA;Trondheim;Norway;77;0
2025-03-25;ENVD;ENVD;VadsĂ¸;Norway;8;
2025-03-25;ENVR;ENVR;VĂ¦rĂ¸y;Norway;2;
2025-03-25;ENZV;ENZV;Stavanger;Norway;92;0
2025-03-25;EPBY;EPBY;Bydgoszcz;Poland;3;
2025-03-25;EPGD;EPGD;Gdansk;Poland;52;
2025-03-25;EPKK;EPKK;Krakow - Balice;Poland;96;
2025-03-25;EPKT;EPKT;Katowice - Pyrzowice;Poland;45;
2025-03-25;EPLB;EPLB;Lublin;Poland;4;
2025-03-25;EPLL;EPLL;Lodz - Lublinek;Poland;5;
2025-03-25;EPMO;EPMO;Warszawa - Modlin;Poland;9;
2025-03-25;EPPO;EPPO;Poznan - Lawica;Poland;30;
2025-03-25;EPRA;EPRA;Radom;Poland;1;
2025-03-25;EPRZ;EPRZ;Rzeszow - Jasionka;Poland;19;
2025-03-25;EPSC;EPSC;Szczecin - GoleniĂłw;Poland;9;
2025-03-25;EPSY;EPSY;Olsztyn-Mazury;Poland;0;
2025-03-25;EPWA;EPWA;Warszawa - Chopina;Poland;259;297
2025-03-25;EPWR;EPWR;Wroclaw - Strachowice;Poland;38;
2025-03-25;EPZG;EPZG;Zielona Gora - Babimost;Poland;3;
2025-03-25;ESGG;ESGG;GĂ¶teborg;Sweden;58;0
2025-03-25;ESSA;ESSA;Stockholm - Arlanda;Sweden;264;10
2025-03-25;ESSB;ESSB;Stockholm - Bromma;Sweden;10;
2025-03-25;EVLA;EVLA;Liepaja;Latvia;3;
2025-03-25;EVRA;EVRA;Riga;Latvia;67;0
2025-03-25;EYKA;EYKA;Kaunas;Lithuania;12;
2025-03-25;EYPA;EYPA;Palanga;Lithuania;5;
2025-03-25;EYSA;EYSA;Siauliai;Lithuania;6;
2025-03-25;EYVI;EYVI;Vilnius;Lithuania;51;
2025-03-25;GCFV;GCFV;Fuerteventura;Spain;72;0
2025-03-25;GCGM;GCGM;La Gomera;Spain;4;
2025-03-25;GCHI;GCHI;Hierro;Spain;6;
2025-03-25;GCLA;GCLA;La Palma;Spain;28;
2025-03-25;GCLP;GCLP;Gran Canaria;Spain;203;
2025-03-25;GCRR;GCRR;Lanzarote;Spain;113;0
2025-03-25;GCTS;GCTS;Tenerife Sur - Reina Sofia;Spain;147;13
2025-03-25;GCXO;GCXO;Tenerife North;Spain;104;
2025-03-25;GEML;GEML;Melilla;Spain;14;
2025-03-25;GMAD;GMAD;Al Massira;Morocco;32;
2025-03-25;GMFF;GMFF;SaĂŻss;Morocco;18;
2025-03-25;GMME;GMME;Rabat-SalĂ©;Morocco;24;
2025-03-25;GMMN;GMMN;Mohammed V International;Morocco;84;
2025-03-25;GMMX;GMMX;Menara;Morocco;97;
2025-03-25;GMTT;GMTT;Ibn Batouta;Morocco;19;
2025-03-25;LATI;LATI;Tirana;Albania;66;
2025-03-25;LBSF;LBSF;Sofia;Bulgaria;82;5
2025-03-25;LCLK;LCLK;Larnaca;Cyprus;60;
2025-03-25;LCPH;LCPH;Paphos;Cyprus;11;
2025-03-25;LDZA;LDZA;Zagreb;Croatia;54;15
2025-03-25;LEAB;LEAB;Albacete;Spain;1;
2025-03-25;LEAL;LEAL;Alicante;Spain;137;18
2025-03-25;LEAM;LEAM;Almeria;Spain;13;
2025-03-25;LEAS;LEAS;Asturias;Spain;15;
2025-03-25;LEBB;LEBB;Bilbao;Spain;60;0
2025-03-25;LEBG;LEBG;Burgos;Spain;4;
2025-03-25;LEBL;LEBL;Barcelona;Spain;416;
2025-03-25;LEBZ;LEBZ;Badajoz;Spain;6;
2025-03-25;LECO;LECO;La Coruna;Spain;12;
2025-03-25;LECU;LECU;Madrid - Cuatro Viento;Spain;8;
2025-03-25;LEDA;LEDA;Lleida - Alguaire;Spain;1;
2025-03-25;LEGE;LEGE;Gerona;Spain;9;
2025-03-25;LEGR;LEGR;Granada;Spain;18;
2025-03-25;LEGT;LEGT;Madrid - Getafe;Spain;3;
2025-03-25;LEIB;LEIB;Ibiza;Spain;45;5
2025-03-25;LEJR;LEJR;Jerez De La Frontera;Spain;21;
2025-03-25;LELC;LELC;Murcia San Javier;Spain;1;
2025-03-25;LELL;LELL;Sabadell;Spain;7;
2025-03-25;LELN;LELN;Leon;Spain;1;
2025-03-25;LEMD;LEMD;Madrid - Barajas;Spain;569;
2025-03-25;LEMG;LEMG;MĂˇlaga;Spain;183;65
2025-03-25;LEMH;LEMH;Mahon;Spain;24;
2025-03-25;LEMO;LEMO;Seville - Moron;Spain;7;
2025-03-25;LEPA;LEPA;Palma de Mallorca;Spain;176;35
2025-03-25;LEPP;LEPP;Noain Pamplona;Spain;7;
2025-03-25;LERJ;LERJ;Logrono;Spain;1;
2025-03-25;LERS;LERS;Reus;Spain;9;
2025-03-25;LERT;LERT;Rota;Spain;15;
2025-03-25;LESA;LESA;Salamanca Matalan;Spain;12;
2025-03-25;LESB;LESB;Son Bonet;Spain;3;
2025-03-25;LESJ;LESJ;Palma - Son San Juan;Spain;0;
2025-03-25;LESO;LESO;San Sebastian;Spain;5;
2025-03-25;LEST;LEST;Santiago;Spain;25;
2025-03-25;LETO;LETO;Madrid - Torrejon;Spain;3;
2025-03-25;LEVC;LEVC;Valencia;Spain;93;
2025-03-25;LEVD;LEVD;Valladolid;Spain;4;
2025-03-25;LEVT;LEVT;Vitoria;Spain;18;
2025-03-25;LEVX;LEVX;Vigo;Spain;12;
2025-03-25;LEXJ;LEXJ;Santander;Spain;7;
2025-03-25;LEZG;LEZG;Zaragoza;Spain;11;
2025-03-25;LEZL;LEZL;Sevilla;Spain;88;23
2025-03-25;LFAQ;LFAQ;Albert-Bray;France;5;
2025-03-25;LFBA;LFBA;Agen-La Garenne;France;3;
2025-03-25;LFBD;LFBD;Bordeaux-MĂ©rignac;France;66;
2025-03-25;LFBE;LFBE;Bergerac-RoumaniĂ¨re;France;6;
2025-03-25;LFBH;LFBH;La Rochelle-Ile de RĂ©;France;5;
2025-03-25;LFBI;LFBI;Poitiers-Biard;France;7;
2025-03-25;LFBL;LFBL;Limoges-Bellegarde;France;11;
2025-03-25;LFBO;LFBO;Toulouse-Blagnac;France;100;18
