FLT_DATE;APT_ICAO;DEST_APT_ICAO;APT_NAME;STATE_NAME;FLT_DEP_1;DLY_ATC_PRE_2
2025-01-01;BIKF;BIKF;Keflavik;Iceland;68;0
2025-01-01;EBAW;EBAW;Antwerp;Belgium;4;
2025-01-01;EBBR;EBBR;Brussels;Belgium;216;154
2025-01-01;EBCI;EBCI;Charleroi;Belgium;94;0
2025-01-01;EBLG;EBLG;Liege;Belgium;17;
2025-01-01;EBOS;EBOS;Ostend-Bruges;Belgium;4;
2025-01-01;EDDB;EDDB;Berlin - Brandenburg;Germany;211;92
2025-01-01;EDDC;EDDC;Dresden;Germany;6;
2025-01-01;EDDE;EDDE;Erfurt;Germany;1;0
2025-01-01;EDDF;EDDF;Frankfurt;Germany;434;65
2025-01-01;EDDG;EDDG;Muenster-Osnabrueck;Germany;7;
2025-01-01;EDDH;EDDH;Hamburg;Germany;106;26
2025-01-01;EDDK;EDDK;Cologne-Bonn;Germany;73;
2025-01-01;EDDL;EDDL;Dusseldorf;Germany;124;23
2025-01-01;EDDM;EDDM;Munich;Germany;312;2
2025-01-01;EDDN;EDDN;Nuremberg;Germany;30;0
2025-01-01;EDDP;EDDP;Leipzig-Halle;Germany;40;0
2025-01-01;EDDR;EDDR;Saarbruecken;Germany;3;0
2025-01-01;EDDS;EDDS;Stuttgart;Germany;66;0
2025-01-01;EDDV;EDDV;Hanover;Germany;37;
2025-01-01;EDDW;EDDW;Bremen;Germany;18;0
2025-01-01;EETN;EETN;Tallinn;Estonia;32;0
2025-01-01;EETU;EETU;Tartu;Estonia;1;
2025-01-01;EFHK;EFHK;Helsinki - Vantaa;Finland;161;61
2025-01-01;EGAA;EGAA;Belfast - Aldergrove;United Kingdom;63;
2025-01-01;EGAC;EGAC;Belfast - City Airport;United Kingdom;35;
2025-01-01;EGAE;EGAE;Londonderry - Eglinton;United Kingdom;1;
2025-01-01;EGBB;EGBB;Birmingham;United Kingdom;84;17
2025-01-01;EGCC;EGCC;Manchester;United Kingdom;205;
2025-01-01;EGGD;EGGD;Bristol;United Kingdom;73;23
2025-01-01;EGGW;EGGW;London - Luton;United Kingdom;135;48
2025-01-01;EGHI;EGHI;Southampton;United Kingdom;10;
2025-01-01;EGKB;EGKB;Biggin Hill;United Kingdom;19;
2025-01-01;EGKK;EGKK;London - Gatwick;United Kingdom;315;
2025-01-01;EGLC;EGLC;London - City;United Kingdom;49;0
2025-01-01;EGLF;EGLF;Farnborough;United Kingdom;10;
2025-01-01;EGLL;EGLL;London - Heathrow;United Kingdom;604;
2025-01-01;EGNT;EGNT;Newcastle;United Kingdom;36;
2025-01-01;EGNX;EGNX;East Midlands;United Kingdom;21;
2025-01-01;EGPD;EGPD;Aberdeen;United Kingdom;21;0
2025-01-01;EGPF;EGPF;Glasgow;United Kingdom;53;0
2025-01-01;EGPH;EGPH;Edinburgh;United Kingdom;117;
2025-01-01;EGSS;EGSS;London - Stansted;United Kingdom;242;163
2025-01-01;EHAM;EHAM;Amsterdam - Schiphol;Netherlands;593;
2025-01-01;EHBK;EHBK;Maastricht-Aachen;Netherlands;4;
2025-01-01;EHRD;EHRD;Rotterdam;Netherlands;22;
2025-01-01;EICK;EICK;Cork;Ireland;29;
2025-01-01;EIDL;EIDL;Donegal;Ireland;1;
2025-01-01;EIDW;EIDW;Dublin;Ireland;210;139
2025-01-01;EIKN;EIKN;Connaught;Ireland;8;
2025-01-01;EIKY;EIKY;Kerry - Farranfore;Ireland;3;
2025-01-01;EINN;EINN;Shannon;Ireland;19;
2025-01-01;EKCH;EKCH;Copenhagen - Kastrup;Denmark;217;0
2025-01-01;ELLX;ELLX;Luxembourg;Luxembourg;72;13
2025-01-01;ENAL;ENAL;Alesund;Norway;13;
2025-01-01;ENAN;ENAN;Andenes;Norway;3;
2025-01-01;ENAT;ENAT;Alta;Norway;12;
2025-01-01;ENBL;ENBL;Forde Bringeland;Norway;2;
2025-01-01;ENBN;ENBN;Bronnoysund Bronnoy;Norway;6;
2025-01-01;ENBO;ENBO;BodĂ¸;Norway;35;
2025-01-01;ENBR;ENBR;Bergen;Norway;82;0
2025-01-01;ENBS;ENBS;Batsfjord;Norway;2;
2025-01-01;ENBV;ENBV;BerlevĂĄg;Norway;2;
2025-01-01;ENCN;ENCN;Kristiansand Kjevik;Norway;7;
2025-01-01;ENDU;ENDU;Bardufoss;Norway;1;
2025-01-01;ENEV;ENEV;Harstad - Narvik Evenes;Norway;11;
2025-01-01;ENFL;ENFL;FlorĂ¸;Norway;5;
2025-01-01;ENGM;ENGM;Oslo - Gardermoen;Norway;211;18
2025-01-01;ENHD;ENHD;Haugesund;Norway;4;
2025-01-01;ENHF;ENHF;Hammerfest;Norway;6;
2025-01-01;ENHV;ENHV;HonningsvĂĄg Valan;Norway;2;
2025-01-01;ENKB;ENKB;Kristiansund Kvernberget;Norway;11;
2025-01-01;ENKR;ENKR;Kirkenes HĂ¸ybuktmoen;Norway;13;
2025-01-01;ENLK;ENLK;Leknes;Norway;5;
2025-01-01;ENMH;ENMH;Mehamn;Norway;3;
2025-01-01;ENML;ENML;Molde Ă…rĂ¸;Norway;5;
2025-01-01;ENMS;ENMS;MosjĂ¸en KjĂ¦rstad;Norway;2;
2025-01-01;ENNA;ENNA;Lakselv Banak;Norway;4;
2025-01-01;ENNM;ENNM;Namsos HĂ¸knesĂ¸ra;Norway;1;
2025-01-01;ENOV;ENOV;OrstaÂżVolda Hovden;Norway;4;
2025-01-01;ENRA;ENRA;Mo i Rana RĂ¸ssvoll;Norway;4;
2025-01-01;ENRM;ENRM;Rorvik Ryum;Norway;3;
2025-01-01;ENRO;ENRO;Roros;Norway;1;
2025-01-01;ENRS;ENRS;Rost;Norway;1;
2025-01-01;ENSB;ENSB;Svalbard Longyear;Norway;1;
2025-01-01;ENSD;ENSD;Sandane  Anda;Norway;2;
2025-01-01;ENSG;ENSG;Sogndal HaukĂĄsen;Norway;5;
2025-01-01;ENSH;ENSH;SvolvĂ¦r Helle;Norway;6;
2025-01-01;ENSK;ENSK;Stokmarknes Skagen;Norway;6;
2025-01-01;ENSR;ENSR;Sorkjosen;Norway;0;
2025-01-01;ENSS;ENSS;VardĂ¸ Svartnes;Norway;2;
2025-01-01;ENST;ENST;SandnessjĂ¸en Stokka;Norway;6;
2025-01-01;ENTC;ENTC;TromsĂ¸;Norway;54;
2025-01-01;ENVA;ENVA;Trondheim;Norway;48;0
2025-01-01;ENVD;ENVD;VadsĂ¸;Norway;4;
2025-01-01;ENVR;ENVR;VĂ¦rĂ¸y;Norway;1;
2025-01-01;ENZV;ENZV;Stavanger;Norway;45;0
2025-01-01;EPBY;EPBY;Bydgoszcz;Poland;3;
2025-01-01;EPGD;EPGD;Gdansk;Poland;48;
2025-01-01;EPKK;EPKK;Krakow - Balice;Poland;97;
2025-01-01;EPKT;EPKT;Katowice - Pyrzowice;Poland;27;
2025-01-01;EPLB;EPLB;Lublin;Poland;2;
2025-01-01;EPLL;EPLL;Lodz - Lublinek;Poland;3;
2025-01-01;EPMO;EPMO;Warszawa - Modlin;Poland;13;
2025-01-01;EPPO;EPPO;Poznan - Lawica;Poland;27;
2025-01-01;EPRA;EPRA;Radom;Poland;1;
2025-01-01;EPRZ;EPRZ;Rzeszow - Jasionka;Poland;15;
2025-01-01;EPSC;EPSC;Szczecin - GoleniĂłw;Poland;6;
2025-01-01;EPSY;EPSY;Olsztyn-Mazury;Poland;1;
2025-01-01;EPWA;EPWA;Warszawa - Chopina;Poland;198;93
2025-01-01;EPWR;EPWR;Wroclaw - Strachowice;Poland;34;
2025-01-01;EPZG;EPZG;Zielona Gora - Babimost;Poland;1;
2025-01-01;ESGG;ESGG;GĂ¶teborg;Sweden;43;0
2025-01-01;ESSA;ESSA;Stockholm - Arlanda;Sweden;162;78
2025-01-01;EVRA;EVRA;Riga;Latvia;62;8
2025-01-01;EYKA;EYKA;Kaunas;Lithuania;12;
2025-01-01;EYPA;EYPA;Palanga;Lithuania;1;
2025-01-01;EYVI;EYVI;Vilnius;Lithuania;37;
2025-01-01;GCFV;GCFV;Fuerteventura;Spain;66;0
2025-01-01;GCGM;GCGM;La Gomera;Spain;4;
2025-01-01;GCHI;GCHI;Hierro;Spain;6;
2025-01-01;GCLA;GCLA;La Palma;Spain;27;
2025-01-01;GCLP;GCLP;Gran Canaria;Spain;174;
2025-01-01;GCRR;GCRR;Lanzarote;Spain;81;10
2025-01-01;GCTS;GCTS;Tenerife Sur - Reina Sofia;Spain;137;22
2025-01-01;GCXO;GCXO;Tenerife North;Spain;86;
2025-01-01;GEML;GEML;Melilla;Spain;9;
2025-01-01;GMAD;GMAD;Al Massira;Morocco;34;
2025-01-01;GMFF;GMFF;SaĂŻss;Morocco;20;
2025-01-01;GMME;GMME;Rabat-SalĂ©;Morocco;24;
2025-01-01;GMMN;GMMN;Mohammed V International;Morocco;121;
2025-01-01;GMMX;GMMX;Menara;Morocco;105;
2025-01-01;GMTT;GMTT;Ibn Batouta;Morocco;28;
2025-01-01;LATI;LATI;Tirana;Albania;64;
2025-01-01;LBSF;LBSF;Sofia;Bulgaria;58;0
2025-01-01;LCLK;LCLK;Larnaca;Cyprus;62;
2025-01-01;LCPH;LCPH;Paphos;Cyprus;18;
2025-01-01;LDZA;LDZA;Zagreb;Croatia;51;14
2025-01-01;LEAL;LEAL;Alicante;Spain;135;57
2025-01-01;LEAM;LEAM;Almeria;Spain;8;
2025-01-01;LEAS;LEAS;Asturias;Spain;17;
2025-01-01;LEBB;LEBB;Bilbao;Spain;50;0
2025-01-01;LEBL;LEBL;Barcelona;Spain;422;
2025-01-01;LEBZ;LEBZ;Badajoz;Spain;4;
2025-01-01;LECO;LECO;La Coruna;Spain;8;
2025-01-01;LEGE;LEGE;Gerona;Spain;5;
2025-01-01;LEGR;LEGR;Granada;Spain;13;
2025-01-01;LEIB;LEIB;Ibiza;Spain;39;
2025-01-01;LEJR;LEJR;Jerez De La Frontera;Spain;5;
2025-01-01;LELN;LELN;Leon;Spain;1;
2025-01-01;LEMD;LEMD;Madrid - Barajas;Spain;532;
2025-01-01;LEMG;LEMG;MĂˇlaga;Spain;185;119
2025-01-01;LEMH;LEMH;Mahon;Spain;15;
2025-01-01;LEPA;LEPA;Palma de Mallorca;Spain;144;45
2025-01-01;LEPP;LEPP;Noain Pamplona;Spain;4;
2025-01-01;LERT;LERT;Rota;Spain;2;
2025-01-01;LESO;LESO;San Sebastian;Spain;5;
2025-01-01;LEST;LEST;Santiago;Spain;25;
2025-01-01;LEVC;LEVC;Valencia;Spain;95;0
2025-01-01;LEVD;LEVD;Valladolid;Spain;3;
2025-01-01;LEVT;LEVT;Vitoria;Spain;4;
2025-01-01;LEVX;LEVX;Vigo;Spain;7;
2025-01-01;LEXJ;LEXJ;Santander;Spain;9;
2025-01-01;LEZG;LEZG;Zaragoza;Spain;9;
2025-01-01;LEZL;LEZL;Sevilla;Spain;74;1
2025-01-01;LFBD;LFBD;Bordeaux-MĂ©rignac;France;51;
2025-01-01;LFBE;LFBE;Bergerac-RoumaniĂ¨re;France;2;
2025-01-01;LFBH;LFBH;La Rochelle-Ile de RĂ©;France;1;
2025-01-01;LFBI;LFBI;Poitiers-Biard;France;1;
2025-01-01;LFBL;LFBL;Limoges-Bellegarde;France;0;
2025-01-01;LFBO;LFBO;Toulouse-Blagnac;France;68;0
2025-01-01;LFBP;LFBP;Pau-PyrĂ©nĂ©es;France;5;
2025-01-01;LFBT;LFBT;Tarbes-Lourdes PyrĂ©nĂ©es;France;5;
2025-01-01;LFBZ;LFBZ;Biarritz-Bayonne-Anglet;France;6;
2025-01-01;LFCR;LFCR;Rodez-Marcillac;France;2;
2025-01-01;LFGJ;LFGJ;DĂ´le-Tavaux;France;3;
2025-01-01;LFJL;LFJL;Metz-Nancy-Lorraine;France;2;
2025-01-01;LFKB;LFKB;Bastia-Poretta;France;10;
2025-01-01;LFKC;LFKC;Calvi-Sainte-Catherine;France;5;
2025-01-01;LFKF;LFKF;Figari-Sud Corse;France;7;
2025-01-01;LFKJ;LFKJ;Ajaccio-NapolĂ©on-Bonaparte;France;9;
2025-01-01;LFLB;LFLB;ChambĂ©ry-Aix-les-Bains;France;7;
2025-01-01;LFLC;LFLC;Clermont-Ferrand-Auvergne;France;4;
2025-01-01;LFLI;LFLI;Annemasse;France;2;
2025-01-01;LFLL;LFLL;Lyon-Saint-ExupĂ©ry;France;82;24
2025-01-01;LFLP;LFLP;Annecy-Meythet;France;0;
2025-01-01;LFLS;LFLS;Grenoble-IsĂ¨re;France;3;
2025-01-01;LFLY;LFLY;Lyon-Bron;France;2;
2025-01-01;LFMD;LFMD;Cannes-Mandelieu;France;2;
2025-01-01;LFMI;LFMI;Istres-Le TubĂ©;France;1;
2025-01-01;LFMK;LFMK;Carcassonne-Salvaza;France;2;
2025-01-01;LFML;LFML;Marseille-Provence;France;89;20
2025-01-01;LFMN;LFMN;Nice-CĂ´te dâ€™Azur;France;121;50
2025-01-01;LFMP;LFMP;Perpignan-Rivesaltes;France;2;
2025-01-01;LFMT;LFMT;Montpellier-MĂ©diterranĂ©e;France;22;
2025-01-01;LFMU;LFMU;BĂ©ziers-Vias;France;1;
2025-01-01;LFMV;LFMV;Avignon-Caumont;France;2;
2025-01-01;LFOB;LFOB;Beauvais-TillĂ©;France;41;
2025-01-01;LFOK;LFOK;ChĂ˘lons-Vatry;France;3;
2025-01-01;LFOT;LFOT;Tours-Val de Loire;France;5;
2025-01-01;LFPB;LFPB;Paris-Le Bourget;France;30;
2025-01-01;LFPG;LFPG;Paris-Charles-de-Gaulle;France;577;
2025-01-01;LFPN;LFPN;Toussus-le-Noble;France;0;
2025-01-01;LFPO;LFPO;Paris-Orly;France;263;123
2025-01-01;LFQQ;LFQQ;Lille-Lesquin;France;20;
2025-01-01;LFRB;LFRB;Brest-Bretagne;France;7;
2025-01-01;LFRD;LFRD;Dinard-Pleurtuit-Saint-Malo;France;0;
2025-01-01;LFRH;LFRH;Lorient-Lann BihouĂ©;France;0;
2025-01-01;LFRK;LFRK;Caen-Carpiquet;France;5;
2025-01-01;LFRN;LFRN;Rennes-Saint-Jacques;France;9;
2025-01-01;LFRS;LFRS;Nantes-Atlantique;France;52;
2025-01-01;LFSB;LFSB;BĂ˘le-Mulhouse;France;80;20
2025-01-01;LFSL;LFSL;Brive-Souillac;France;0;
2025-01-01;LFST;LFST;Strasbourg-Entzheim;France;17;
2025-01-01;LFTH;LFTH;HyĂ¨res-Le Palyvestre;France;2;
2025-01-01;LFTW;LFTW;NĂ®mes-Garons;France;2;
2025-01-01;LGAV;LGAV;Athens;Greece;236;
2025-01-01;LGIR;LGIR;Heraklion;Greece;15;
2025-01-01;LGKF;LGKF;Kefallinia;Greece;4;
2025-01-01;LGKO;LGKO;Kos;Greece;4;
2025-01-01;LGKR;LGKR;Corfu;Greece;4;
2025-01-01;LGMK;LGMK;Mikonos;Greece;2;
2025-01-01;LGPZ;LGPZ;Aktion;Greece;2;
2025-01-01;LGRP;LGRP;Rodos;Greece;1;
2025-01-01;LGSA;LGSA;Khania - Souda;Greece;11;
2025-01-01;LGSK;LGSK;Skiathos;Greece;1;
2025-01-01;LGSR;LGSR;Santorini;Greece;7;
2025-01-01;LGTS;LGTS;Thessaloniki;Greece;47;
2025-01-01;LGZA;LGZA;Zakinthos;Greece;3;
2025-01-01;LHBP;LHBP;Budapest - Ferihegy;Hungary;154;20
2025-01-01;LIBR;LIBR;Brindisi;Italy;24;
2025-01-01;LICC;LICC;Catania;Italy;86;223
2025-01-01;LICJ;LICJ;Palermo Falcone-Borsellino;Italy;74;
2025-01-01;LIMC;LIMC;Milan - Malpensa;Italy;255;419
2025-01-01;LIME;LIME;Bergamo;Italy;130;139
2025-01-01;LIMF;LIMF;Torino Caselle;Italy;48;
2025-01-01;LIML;LIML;Milan - Linate;Italy;130;47
2025-01-01;LIPE;LIPE;Bologna;Italy;85;101
2025-01-01;LIPH;LIPH;Treviso;Italy;18;
2025-01-01;LIPZ;LIPZ;Venice;Italy;95;81
2025-01-01;LIRA;LIRA;Rome - Ciampino;Italy;44;81
2025-01-01;LIRF;LIRF;Rome - Fiumicino;Italy;387;714
2025-01-01;LIRN;LIRN;Naples;Italy;65;
2025-01-01;LIRP;LIRP;Pisa San Giusto;Italy;41;
2025-01-01;LJLJ;LJLJ;Ljubljana;Slovenia;10;0
2025-01-01;LJPZ;LJPZ;PortoroĹľ;Slovenia;1;
2025-01-01;LKMT;LKMT;Ostrava;Czech Republic;2;
2025-01-01;LKPR;LKPR;Prague;Czech Republic;129;18
2025-01-01;LKTB;LKTB;Brno-TuĹ™any;Czech Republic;1;
2025-01-01;LLBG;LLBG;Tel Aviv - Ben Gurion International;Israel;152;
2025-01-01;LMML;LMML;Malta;Malta;71;80
2025-01-01;LOWG;LOWG;Graz;Austria;7;
2025-01-01;LOWI;LOWI;Innsbruck;Austria;24;
2025-01-01;LOWK;LOWK;Klagenfurt;Austria;2;
2025-01-01;LOWL;LOWL;Linz;Austria;2;
2025-01-01;LOWS;LOWS;Salzburg;Austria;17;
2025-01-01;LOWW;LOWW;Vienna;Austria;253;298
2025-01-01;LPAZ;LPAZ;Santa Maria;Portugal;2;
2025-01-01;LPCS;LPCS;Cascais;Portugal;4;
2025-01-01;LPFL;LPFL;Flores;Portugal;2;
2025-01-01;LPFR;LPFR;Faro;Portugal;42;4
2025-01-01;LPHR;LPHR;Horta;Portugal;6;
2025-01-01;LPMA;LPMA;Madeira;Portugal;45;
2025-01-01;LPPD;LPPD;Ponta Delgada;Portugal;22;
2025-01-01;LPPR;LPPR;Porto;Portugal;124;35
2025-01-01;LPPS;LPPS;Porto Santo;Portugal;2;
2025-01-01;LPPT;LPPT;Lisbon;Portugal;289;1367
2025-01-01;LQSA;LQSA;Sarajevo;Bosnia and Herzegovina;10;
2025-01-01;LROP;LROP;Bucharest - Otopeni;Romania;107;120
2025-01-01;LSGG;LSGG;Geneva;Switzerland;203;162
2025-01-01;LSGS;LSGS;Sion;Switzerland;6;
2025-01-01;LSZH;LSZH;ZĂĽrich;Switzerland;292;194
2025-01-01;LTAC;LTAC;Ankara - EsenboÄźa;TĂĽrkiye;108;
2025-01-01;LTAI;LTAI;Antalya;TĂĽrkiye;122;
2025-01-01;LTBA;LTBA;Istanbul AtatĂĽrk;TĂĽrkiye;24;
2025-01-01;LTBJ;LTBJ;Izmir - Adnan Menderes;TĂĽrkiye;75;
2025-01-01;LTFJ;LTFJ;Istanbul Sabiha GĂ¶kĂ§en;TĂĽrkiye;307;
2025-01-01;LTFM;LTFM;Istanbul;TĂĽrkiye;653;
2025-01-01;LUKK;LUKK;ChiČ™inÄu;Moldova;29;
2025-01-01;LWSK;LWSK;Skopje;Republic of North Macedonia;28;
2025-01-01;LYBE;LYBE;Belgrade - Nikola Tesla;Serbia;80;
2025-01-01;LYPG;LYPG;Podgorica;Montenegro;12;
2025-01-01;LZIB;LZIB;Bratislava;Slovakia;11;6
2025-01-01;UDYZ;UDYZ;Yerevan;Armenia;57;
2025-01-01;UGTB;UGTB;Tbilisi;Georgia;44;
2025-01-02;BIKF;BIKF;Keflavik;Iceland;79;0
2025-01-02;EBAW;EBAW;Antwerp;Belgium;4;
2025-01-02;EBBR;EBBR;Brussels;Belgium;259;161
2025-01-02;EBCI;EBCI;Charleroi;Belgium;106;0
2025-01-02;EBLG;EBLG;LiĂ¨ge;Belgium;20;
2025-01-02;EBOS;EBOS;Ostend-Bruges;Belgium;11;
2025-01-02;EDDB;EDDB;Berlin - Brandenburg;Germany;238;112
2025-01-02;EDDC;EDDC;Dresden;Germany;8;
2025-01-02;EDDE;EDDE;Erfurt;Germany;2;0
2025-01-02;EDDF;EDDF;Frankfurt;Germany;495;184
2025-01-02;EDDG;EDDG;Muenster-Osnabrueck;Germany;11;
2025-01-02;EDDH;EDDH;Hamburg;Germany;144;65
2025-01-02;EDDK;EDDK;Cologne-Bonn;Germany;139;
2025-01-02;EDDL;EDDL;Dusseldorf;Germany;174;14
2025-01-02;EDDM;EDDM;Munich;Germany;384;3
2025-01-02;EDDN;EDDN;Nuremberg;Germany;44;7
2025-01-02;EDDP;EDDP;Leipzig-Halle;Germany;111;3
2025-01-02;EDDR;EDDR;Saarbruecken;Germany;1;0
2025-01-02;EDDS;EDDS;Stuttgart;Germany;94;0
2025-01-02;EDDV;EDDV;Hanover;Germany;52;
2025-01-02;EDDW;EDDW;Bremen;Germany;25;0
2025-01-02;EETN;EETN;Tallinn;Estonia;44;46
2025-01-02;EETU;EETU;Tartu;Estonia;1;
2025-01-02;EFHK;EFHK;Helsinki - Vantaa;Finland;205;4
2025-01-02;EGAA;EGAA;Belfast - Aldergrove;United Kingdom;74;
2025-01-02;EGAC;EGAC;Belfast - City Airport;United Kingdom;43;
2025-01-02;EGAE;EGAE;Londonderry - Eglinton;United Kingdom;7;
2025-01-02;EGBB;EGBB;Birmingham;United Kingdom;116;74
2025-01-02;EGCC;EGCC;Manchester;United Kingdom;259;
2025-01-02;EGGD;EGGD;Bristol;United Kingdom;85;23
2025-01-02;EGGW;EGGW;London - Luton;United Kingdom;162;38
2025-01-02;EGHI;EGHI;Southampton;United Kingdom;21;
2025-01-02;EGKB;EGKB;Biggin Hill;United Kingdom;21;
2025-01-02;EGKK;EGKK;London - Gatwick;United Kingdom;362;
2025-01-02;EGLC;EGLC;London - City;United Kingdom;60;11
2025-01-02;EGLF;EGLF;Farnborough;United Kingdom;28;
2025-01-02;EGLL;EGLL;London - Heathrow;United Kingdom;657;
2025-01-02;EGNT;EGNT;Newcastle;United Kingdom;45;
2025-01-02;EGNX;EGNX;East Midlands;United Kingdom;62;
2025-01-02;EGPD;EGPD;Aberdeen;United Kingdom;36;0
2025-01-02;EGPF;EGPF;Glasgow;United Kingdom;83;0
2025-01-02;EGPH;EGPH;Edinburgh;United Kingdom;158;
2025-01-02;EGSS;EGSS;London - Stansted;United Kingdom;271;196
2025-01-02;EHAM;EHAM;Amsterdam - Schiphol;Netherlands;639;
2025-01-02;EHBK;EHBK;Maastricht-Aachen;Netherlands;4;
2025-01-02;EHGG;EHGG;Groningen;Netherlands;7;
2025-01-02;EHLE;EHLE;Lelystad;Netherlands;2;
2025-01-02;EHRD;EHRD;Rotterdam;Netherlands;28;
2025-01-02;EICK;EICK;Cork;Ireland;32;
2025-01-02;EIDL;EIDL;Donegal;Ireland;2;
2025-01-02;EIDW;EIDW;Dublin;Ireland;263;159
2025-01-02;EIKN;EIKN;Connaught;Ireland;8;
2025-01-02;EIKY;EIKY;Kerry - Farranfore;Ireland;5;
2025-01-02;EINN;EINN;Shannon;Ireland;26;
2025-01-02;EISG;EISG;Sligo;Ireland;1;
2025-01-02;EIWF;EIWF;Waterford;Ireland;0;
2025-01-02;EKCH;EKCH;Copenhagen - Kastrup;Denmark;304;670
2025-01-02;ELLX;ELLX;Luxembourg;Luxembourg;87;0
2025-01-02;ENAL;ENAL;Alesund;Norway;10;
2025-01-02;ENAN;ENAN;Andenes;Norway;4;
2025-01-02;ENAT;ENAT;Alta;Norway;14;
2025-01-02;ENBL;ENBL;Forde Bringeland;Norway;5;
2025-01-02;ENBN;ENBN;Bronnoysund Bronnoy;Norway;5;
2025-01-02;ENBO;ENBO;BodĂ¸;Norway;44;
2025-01-02;ENBR;ENBR;Bergen;Norway;94;0
2025-01-02;ENBS;ENBS;Batsfjord;Norway;3;
2025-01-02;ENBV;ENBV;BerlevĂĄg;Norway;3;
2025-01-02;ENCN;ENCN;Kristiansand Kjevik;Norway;12;
2025-01-02;ENDU;ENDU;Bardufoss;Norway;5;
2025-01-02;ENEV;ENEV;Harstad - Narvik Evenes;Norway;11;
2025-01-02;ENFL;ENFL;FlorĂ¸;Norway;10;
2025-01-02;ENGM;ENGM;Oslo - Gardermoen;Norway;275;64
2025-01-02;ENHD;ENHD;Haugesund;Norway;8;
2025-01-02;ENHF;ENHF;Hammerfest;Norway;18;
2025-01-02;ENHV;ENHV;HonningsvĂĄg Valan;Norway;4;
2025-01-02;ENKB;ENKB;Kristiansund Kvernberget;Norway;6;
2025-01-02;ENKR;ENKR;Kirkenes HĂ¸ybuktmoen;Norway;12;
2025-01-02;ENLK;ENLK;Leknes;Norway;4;
2025-01-02;ENMH;ENMH;Mehamn;Norway;4;
2025-01-02;ENML;ENML;Molde Ă…rĂ¸;Norway;6;
2025-01-02;ENMS;ENMS;MosjĂ¸en KjĂ¦rstad;Norway;6;
2025-01-02;ENNA;ENNA;Lakselv Banak;Norway;4;
2025-01-02;ENNM;ENNM;Namsos HĂ¸knesĂ¸ra;Norway;4;
2025-01-02;ENOV;ENOV;OrstaÂżVolda Hovden;Norway;10;
2025-01-02;ENRA;ENRA;Mo i Rana RĂ¸ssvoll;Norway;5;
2025-01-02;ENRM;ENRM;Rorvik Ryum;Norway;3;
2025-01-02;ENRO;ENRO;Roros;Norway;3;
2025-01-02;ENRS;ENRS;Rost;Norway;0;
2025-01-02;ENSB;ENSB;Svalbard Longyear;Norway;2;
2025-01-02;ENSD;ENSD;Sandane  Anda;Norway;4;
2025-01-02;ENSG;ENSG;Sogndal HaukĂĄsen;Norway;8;
2025-01-02;ENSH;ENSH;SvolvĂ¦r Helle;Norway;4;
2025-01-02;ENSK;ENSK;Stokmarknes Skagen;Norway;8;
2025-01-02;ENSR;ENSR;Sorkjosen;Norway;3;
2025-01-02;ENSS;ENSS;VardĂ¸ Svartnes;Norway;2;
2025-01-02;ENST;ENST;SandnessjĂ¸en Stokka;Norway;5;
2025-01-02;ENTC;ENTC;TromsĂ¸;Norway;72;
2025-01-02;ENVA;ENVA;Trondheim;Norway;56;0
2025-01-02;ENVD;ENVD;VadsĂ¸;Norway;8;
2025-01-02;ENVR;ENVR;VĂ¦rĂ¸y;Norway;0;
2025-01-02;ENZV;ENZV;Stavanger;Norway;63;0
2025-01-02;EPBY;EPBY;Bydgoszcz;Poland;4;
2025-01-02;EPGD;EPGD;Gdansk;Poland;63;
2025-01-02;EPKK;EPKK;Krakow - Balice;Poland;112;
2025-01-02;EPKT;EPKT;Katowice - Pyrzowice;Poland;43;
2025-01-02;EPLB;EPLB;Lublin;Poland;3;
2025-01-02;EPLL;EPLL;Lodz - Lublinek;Poland;4;
2025-01-02;EPMO;EPMO;Warszawa - Modlin;Poland;15;
2025-01-02;EPPO;EPPO;Poznan - Lawica;Poland;38;
2025-01-02;EPRZ;EPRZ;Rzeszow - Jasionka;Poland;11;
2025-01-02;EPSC;EPSC;Szczecin - GoleniĂłw;Poland;9;
2025-01-02;EPWA;EPWA;Warszawa - Chopina;Poland;255;267
2025-01-02;EPWR;EPWR;Wroclaw - Strachowice;Poland;43;
2025-01-02;EPZG;EPZG;Zielona Gora - Babimost;Poland;1;
2025-01-02;ESGG;ESGG;GĂ¶teborg;Sweden;58;0
2025-01-02;ESSA;ESSA;Stockholm - Arlanda;Sweden;238;48
2025-01-02;ESSB;ESSB;Stockholm - Bromma;Sweden;3;
2025-01-02;EVRA;EVRA;Riga;Latvia;91;12
2025-01-02;EYKA;EYKA;Kaunas;Lithuania;18;
2025-01-02;EYPA;EYPA;Palanga;Lithuania;6;
2025-01-02;EYSA;EYSA;Siauliai;Lithuania;3;
2025-01-02;EYVI;EYVI;Vilnius;Lithuania;47;
2025-01-02;GCFV;GCFV;Fuerteventura;Spain;83;9
2025-01-02;GCGM;GCGM;La Gomera;Spain;4;
2025-01-02;GCHI;GCHI;Hierro;Spain;8;
2025-01-02;GCLA;GCLA;La Palma;Spain;32;
2025-01-02;GCLP;GCLP;Gran Canaria;Spain;222;
2025-01-02;GCRR;GCRR;Lanzarote;Spain;114;19
2025-01-02;GCTS;GCTS;Tenerife Sur - Reina Sofia;Spain;149;1071
